id,name,company,region,open_source,series,series_index,release_year,aliases,needs_review,notes,名称,属性,关系,变化
nova-premier,Nova Premier,亚马逊,美国,False,Nova,3,2025,Nova Premier|NovaPremier,False,,这个模型的全称是 Nova Premier，属于 Nova 系列，也常写作 NovaPremier,它由 亚马逊 开发，是闭源模型，旗舰,它在 Nova 系列中，前一代是 Nova Pro,它于 2025 年发布
command-r,Command R,Cohere,加拿大,True,Command,0,2024,Command R|CommandR,False,,这个模型的全称是 Command R，属于 Command 系列，也常写作 CommandR,它由 Cohere 开发，是开源模型，检索增强,它在 Command 系列中，是该系列早期版本,它于 2024 年发布
command-r+,Command R+,Cohere,加拿大,True,Command,1,2024,Command R+|CommandR+,False,,这个模型的全称是 Command R+，属于 Command 系列，也常写作 CommandR+,它由 Cohere 开发，是开源模型，旗舰,它在 Command 系列中，前一代是 Command R,它于 2024 年发布
aya-expanse,Aya Expanse,Cohere,加拿大,True,Command,2,2024,Aya Expanse|AyaExpanse,False,,这个模型的全称是 Aya Expanse，属于 Command 系列，也常写作 AyaExpanse,它由 Cohere 开发，是开源模型，多语言,它在 Command 系列中，前一代是 Command R+,它于 2024 年发布
command-r7b,Command R7B,Cohere,加拿大,True,Command,3,2024,Command R7B|CommandR7B,False,,这个模型的全称是 Command R7B，属于 Command 系列，也常写作 CommandR7B,它由 Cohere 开发，是开源模型，轻量,它在 Command 系列中，前一代是 Aya Expanse,它于 2024 年发布
command-a,Command A,Cohere,加拿大,True,Command,4,2025,Command A|CommandA,False,,这个模型的全称是 Command A，属于 Command 系列，也常写作 CommandA,它由 Cohere 开发，是开源模型，代理旗舰,它在 Command 系列中，前一代是 Command R7B,它于 2025 年发布
jamba,Jamba,AI21 Labs,以色列,True,Jamba,0,2024,Jamba,False,,这个模型的全称是 Jamba，属于 Jamba 系列,它由 AI21 Labs 开发，是开源模型，混合SSM-MoE,它在 Jamba 系列中，是该系列早期版本,它于 2024 年发布
jamba-1-5-mini,Jamba 1.5 Mini,AI21 Labs,以色列,True,Jamba,1,2024,Jamba 1.5 Mini|Jamba1.5Mini,False,,这个模型的全称是 Jamba 1.5 Mini，属于 Jamba 系列，也常写作 Jamba1.5Mini,它由 AI21 Labs 开发，是开源模型，轻量长上下文,它在 Jamba 系列中，前一代是 Jamba,它于 2024 年发布
jamba-1-5-large,Jamba 1.5 Large,AI21 Labs,以色列,True,Jamba,2,2024,Jamba 1.5 Large|Jamba1.5Large,False,,这个模型的全称是 Jamba 1.5 Large，属于 Jamba 系列，也常写作 Jamba1.5Large,它由 AI21 Labs 开发，是开源模型，长上下文,它在 Jamba 系列中，前一代是 Jamba 1.5 Mini,它于 2024 年发布
falcon-40b,Falcon 40B,TII,阿联酋,True,Falcon,0,2023,Falcon 40B|Falcon40B,False,,这个模型的全称是 Falcon 40B，属于 Falcon 系列，也常写作 Falcon40B,它由 TII 开发，是开源模型，开源,它在 Falcon 系列中，是该系列早期版本,它于 2023 年发布
falcon-180b,Falcon 180B,TII,阿联酋,True,Falcon,1,2023,Falcon 180B|Falcon180B,False,,这个模型的全称是 Falcon 180B，属于 Falcon 系列，也常写作 Falcon180B,它由 TII 开发，是开源模型，旗舰,它在 Falcon 系列中，前一代是 Falcon 40B,它于 2023 年发布
falcon-2,Falcon 2,TII,阿联酋,True,Falcon,2,2024,Falcon 2|Falcon2,False,,这个模型的全称是 Falcon 2，属于 Falcon 系列，也常写作 Falcon2,它由 TII 开发，是开源模型，多模态,它在 Falcon 系列中，前一代是 Falcon 180B,它于 2024 年发布
falcon-3,Falcon 3,TII,阿联酋,True,Falcon,3,2024,Falcon 3|Falcon3,False,,这个模型的全称是 Falcon 3，属于 Falcon 系列，也常写作 Falcon3,它由 TII 开发，是开源模型，轻量系列,它在 Falcon 系列中，前一代是 Falcon 2,它于 2024 年发布
olmo,OLMo,Ai2,美国,True,OLMo,0,2024,OLMo,False,,这个模型的全称是 OLMo，属于 OLMo 系列,它由 Ai2 开发，是开源模型，完全开源,它在 OLMo 系列中，是该系列早期版本,它于 2024 年发布
olmo-2,OLMo 2,Ai2,美国,True,OLMo,1,2024,OLMo 2|OLMo2,False,,这个模型的全称是 OLMo 2，属于 OLMo 系列，也常写作 OLMo2,它由 Ai2 开发，是开源模型,它在 OLMo 系列中，前一代是 OLMo,它于 2024 年发布
olmo-2-32b,OLMo 2 32B,Ai2,美国,True,OLMo,2,2025,OLMo 2 32B|OLMo232B,False,,这个模型的全称是 OLMo 2 32B，属于 OLMo 系列，也常写作 OLMo232B,它由 Ai2 开发，是开源模型，旗舰,它在 OLMo 系列中，前一代是 OLMo 2,它于 2025 年发布
smollm,SmolLM,Hugging Face,法国,True,SmolLM,0,2024,SmolLM,False,,这个模型的全称是 SmolLM，属于 SmolLM 系列,它由 Hugging Face 开发，是开源模型，超小型,它在 SmolLM 系列中，是该系列早期版本,它于 2024 年发布
smollm2,SmolLM2,Hugging Face,法国,True,SmolLM,1,2024,SmolLM2,False,,这个模型的全称是 SmolLM2，属于 SmolLM 系列,它由 Hugging Face 开发，是开源模型，超小型,它在 SmolLM 系列中，前一代是 SmolLM,它于 2024 年发布
smollm3,SmolLM3,Hugging Face,法国,True,SmolLM,2,2025,SmolLM3,False,,这个模型的全称是 SmolLM3，属于 SmolLM 系列,它由 Hugging Face 开发，是开源模型,它在 SmolLM 系列中，前一代是 SmolLM2,它于 2025 年发布
dbrx,DBRX,Databricks,美国,True,DBRX,0,2024,DBRX,False,,这个模型的全称是 DBRX，属于 DBRX 系列,它由 Databricks 开发，是开源模型，MoE,它在 DBRX 系列中，是该系列早期版本,它于 2024 年发布
exaone-3-0,EXAONE 3.0,LG AI研究院,韩国,True,EXAONE,0,2024,EXAONE 3.0|EXAONE3.0,False,,这个模型的全称是 EXAONE 3.0，属于 EXAONE 系列，也常写作 EXAONE3.0,它由 LG AI研究院 开发，是开源模型,它在 EXAONE 系列中，是该系列早期版本,它于 2024 年发布
exaone-3-5,EXAONE 3.5,LG AI研究院,韩国,True,EXAONE,1,2024,EXAONE 3.5|EXAONE3.5,False,,这个模型的全称是 EXAONE 3.5，属于 EXAONE 系列，也常写作 EXAONE3.5,它由 LG AI研究院 开发，是开源模型,它在 EXAONE 系列中，前一代是 EXAONE 3.0,它于 2024 年发布
exaone-4-0,EXAONE 4.0,LG AI研究院,韩国,True,EXAONE,2,2025,EXAONE 4.0|EXAONE4.0,False,,这个模型的全称是 EXAONE 4.0，属于 EXAONE 系列，也常写作 EXAONE4.0,它由 LG AI研究院 开发，是开源模型,它在 EXAONE 系列中，前一代是 EXAONE 3.5,它于 2025 年发布
